,Company,Market_Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,Unnamed: 16,norm_name,match,match_score,comp_name,WikidataID,Des,Logo,employees_count,Market_Value_class,Revenue_class,Profits_class,Assets_class,Rank_class
1150,Liberty_Broadband,12.826,0.022,2.033,11.958,1153.0,Telecommunication Services,Telecommunications_services,North America,United_States,Colorado,Colorado,Gregory Maffei,http://www.forbes.com/companies/liberty-broadband/,0.1700117076,92.40909091,,liberty broadband,liberty global,0,liberty global,http://www.wikidata.org/entity/Q571779,international telecommunications and television company,https://upload.wikimedia.org/wikipedia/commons/4/4f/Liberty_Global_2018_logo_%282%29.svg,35000.0,mid,low,mid,mid,mid
1151,Harbin_Bank,3.04,4.386,0.7767,86.649,1154.0,Financials,Major_Banks,Asia,China,China,,Shu Gao,http://www.forbes.com/companies/harbin-bank/,0.008963750303,0.1770861833,,harbin bank,axis bank,0,axis bank,http://www.wikidata.org/entity/Q2003549,Indian Private Sector Bank,https://upload.wikimedia.org/wikipedia/commons/c/ce/AXISBank_Logo.svg,0.0,low,low,mid,mid,mid
1152,First_Financial_Holding,8.457,2.47,0.5089,88.514,1155.0,Financials,Regional_Banks,Asia,Taiwan,Taiwan,,Wu Ying,http://www.forbes.com/companies/first-financial-holding/,0.005749372981,0.2060323887,,first financial holding,first financial bank,0,first financial bank,http://www.wikidata.org/entity/Q5453009,"regional bank headquartered in Cincinnati, Ohio",https://upload.wikimedia.org/wikipedia/commons/2/2e/First_Financial_Bank_logo_2013-10-13_01-22.jpg,0.0,low,low,mid,mid,mid
1153,Cerner,20.184,5.175,0.8538,6.512,1156.0,Health Care,Healthcare_Services,North America,United_States,Missouri,Missouri,Brent Shafer,http://www.forbes.com/companies/cerner/,0.1311117936,0.1649855072,,cerner,ceradyne,0,ceradyne,http://www.wikidata.org/entity/Q5063604,,https://upload.wikimedia.org/wikipedia/commons/1/15/3M_wordmark.svg,0.0,mid,low,mid,mid,mid
1154,China_Molybdenum,25.581,3.828,0.564,15.608,1157.0,Materials,Iron_&_Steel,Asia,China,China,,Fa Li,http://www.forbes.com/companies/china-molybdenum/,0.03613531522,0.1473354232,,china molybdenum,,0,,,,nan,,mid,low,mid,mid,mid
1155,Jeronimo_Martins,10.252,19.63,0.459,7.735,1158.0,Consumer Staples,Food_Retail,Europe,Portugal,Portugal,,Pedro de Castro Soares dos Santos,http://www.forbes.com/companies/jeronimo-martins/,0.05934065934,0.02338257769,,jeronimo martins,electronic arts,0,electronic arts,http://www.wikidata.org/entity/Q173941,American interactive entertainment company,https://upload.wikimedia.org/wikipedia/commons/8/81/Electronic_Arts_2020.svg,8900.0,mid,mid,mid,mid,mid
1156,Boston_Properties,19.2,2.631,0.5412,19.584,1159.0,Financials,Real_Estate,North America,United_States,Massachusetts,Massachusetts,Owen Thomas,http://www.forbes.com/companies/boston-properties/,0.02763480392,0.2057012543,,boston properties,brookfield properties,0,brookfield properties,http://www.wikidata.org/entity/Q4974584,property management company,https://upload.wikimedia.org/wikipedia/commons/8/8b/Brookfield_Asset_Management_logo.svg,0.0,mid,low,mid,mid,mid
1157,SGS,18.993,6.451,0.6309,6.099,1160.0,Consumer Discretionary,Business_&_Personal_Services,Europe,Switzerland,Switzerland,,Frankie Ng,http://www.forbes.com/companies/sgs/,0.1034431874,0.09779879089,,sgs,segesa,0,segesa,http://www.wikidata.org/entity/Q7446235,,https://upload.wikimedia.org/wikipedia/commons/d/d4/SEGESA_logo.png,0.0,mid,low,mid,mid,mid
1158,Amcor,12.132,9.139,0.6398,9.06,1161.0,Materials,Containers_&_Packaging,Australia,Australia,Australia,,Ron Delia,http://www.forbes.com/companies/amcor/,0.07061810155,0.07000765948,,amcor,amcor,1,amcor,http://www.wikidata.org/entity/Q460307,Australian-American company in the packaging industry,https://upload.wikimedia.org/wikipedia/commons/7/73/Amcor-Logo.svg,0.0,mid,mid,mid,mid,mid
1159,J.B._Hunt_Transport_Services,13.682,7.509,0.7017,4.422,1162.0,Industrials,Trucking,North America,United_States,Arkansas,Arkansas,John Roberts,http://www.forbes.com/companies/jb-hunt-transport-services/,0.1586838535,0.09344786256,,j.b. hunt transport services,quanta services,0,quanta services,http://www.wikidata.org/entity/Q7268886,American Corporation,https://upload.wikimedia.org/wikipedia/commons/9/98/QScolorjpg.jpg,0.0,mid,low,mid,mid,mid
1160,President_Chain_Store,10.585,7.572,1.0275,4.67,1163.0,Consumer Staples,Food_Retail,Asia,Taiwan,Taiwan,,Jui Chen,http://www.forbes.com/companies/president-chain-store/,0.2200214133,0.1356973059,,president chain store,,0,,,,nan,,mid,low,mid,mid,mid
1161,Vienna_Insurance_Group,4.116,11.242,0.3223,61.183,1164.0,Financials,Diversified_Insurance,Europe,Austria,Austria,,Elisabeth Stadler,http://www.forbes.com/companies/vienna-insurance-group/,0.005267803148,0.02866927593,,vienna insurance group,uniqa insurance group,0,uniqa insurance group,http://www.wikidata.org/entity/Q1022419,one of the leading insurance groups in its core markets of Austria and Central and Eastern Europe (CEE),https://upload.wikimedia.org/wikipedia/commons/b/b4/Logo_UNIQA.svg,0.0,low,mid,low,mid,mid
1162,Dover,11.93,7.939,0.7709,10.543,1165.0,Industrials,Conglomerates,North America,United_States,Illinois,Illinois,Richard Tobin,http://www.forbes.com/companies/dover/,0.07311960543,0.09710290969,,dover,doro,0,doro,http://www.wikidata.org/entity/Q568229,company,https://upload.wikimedia.org/wikipedia/commons/e/e2/Doro_logo.svg,0.0,mid,low,mid,mid,mid
1163,Hoya,21.555,4.833,0.8977,6.118,1166.0,Information Technology,Electronics,Asia,Japan,Japan,,Hiroshi Suzuki,http://www.forbes.com/companies/hoya/,0.1467309578,0.1857438444,,hoya,honda,0,honda,http://www.wikidata.org/entity/Q9584,"manufacturer of automobiles, motorcycles, and power equipment",https://upload.wikimedia.org/wikipedia/commons/3/38/Honda.svg,0.0,mid,low,mid,mid,mid
1164,FonciÃ¨re_des_RÃ©gions,8.578,1.116,1.0311,26.18,1167.0,Financials,Real_Estate,Europe,France,France,,Christophe Kullmann,http://www.forbes.com/companies/fonciere-des-regions/,0.03938502674,0.9239247312,,fonciã¨re des rã©gions,,0,,,,nan,,low,low,mid,mid,mid
1165,Metro,7.298,10.372,1.3497,6.68,1167.0,Consumer Staples,Food_Retail,North America,Canada,Canada,,Eric La FlÃ¨che,http://www.forbes.com/companies/metro-inc/,0.2020508982,0.130129194,,metro,metso,0,metso,http://www.wikidata.org/entity/Q339318,company in Finland,https://upload.wikimedia.org/wikipedia/commons/7/7b/Logo_Metso.png,0.0,low,mid,mid,mid,mid
1166,China_Shipbuilding_Industry,18.638,5.134,0.126,31.977,1169.0,Industrials,Heavy_Equipment,Asia,China,China,,Liang Wang,http://www.forbes.com/companies/china-shipbuilding-industry/,0.003940332114,0.02454226724,,china shipbuilding industry,morinaga milk industry,0,morinaga milk industry,http://www.wikidata.org/entity/Q6912239,Japanese company,https://upload.wikimedia.org/wikipedia/commons/a/af/Mmi-logo.svg,0.0,mid,low,low,mid,mid
1167,Samsung_SDI,11.944,6.233,0.6316,15.333,1169.0,Information Technology,Electronics,Asia,South_Korea,South Korea,,Young-Hyun Jun,http://www.forbes.com/companies/samsung-sdi/,0.04119219983,0.101331622,,samsung sdi,samsung sdi,1,samsung sdi,http://www.wikidata.org/entity/Q21120876,"Korean company, manufacturer of screens, batteries and accumulators.",https://upload.wikimedia.org/wikipedia/commons/4/43/Samsung_SDI_logo_%28english%29.svg,0.0,mid,low,mid,mid,mid
1168,Clorox,15.611,6.08,0.807,5.444,1171.0,Consumer Staples,Household/Personal_Care,North America,United_States,California,California,Benno Dorer,http://www.forbes.com/companies/clorox/,0.1482365907,0.1327302632,,clorox,clorox,1,clorox,http://www.wikidata.org/entity/Q910368,American worldwide manufacturer and marketer of consumer and professional products,https://upload.wikimedia.org/wikipedia/commons/3/34/The_Clorox_Company_logo.svg,0.0,mid,low,mid,mid,mid
1169,AGL_Energy,10.867,9.968,0.6408,11.229,1172.0,Utilities,Electric_Utilities,Australia,Australia,Australia,,Andy Vesey,http://www.forbes.com/companies/agl-energy/,0.05706652418,0.06428571429,,agl energy,agl energy,1,agl energy,http://www.wikidata.org/entity/Q292374,company,https://upload.wikimedia.org/wikipedia/commons/b/b7/AGL-Energy-Logo.svg,0.0,mid,mid,mid,mid,mid
1170,Inter_Rao,6.744,15.722,0.9232,10.934,1173.0,Utilities,Electric_Utilities,Asia,Russia,Russia,,Boris Kovalchuk,http://www.forbes.com/companies/inter-rao/,0.08443387598,0.0587202646,,inter rao,interxion,0,interxion,http://www.wikidata.org/entity/Q685641,major European datacenter and backbone operator,https://upload.wikimedia.org/wikipedia/commons/4/49/Interxion.png,533.0,low,mid,mid,mid,mid
1171,Beijing_Enterprises,6.568,7.38,0.8829,21.945,1174.0,Utilities,Natural_Gas_Utilities,Asia,Hong_Kong,Hong Kong,,Zi Hou,http://www.forbes.com/companies/beijing-enterprises/,0.04023239918,0.1196341463,,beijing enterprises,sykes enterprises,0,sykes enterprises,http://www.wikidata.org/entity/Q2373884,Business process outsourcing company,https://upload.wikimedia.org/wikipedia/commons/d/db/Sykes_Enterprises_Logo.svg,0.0,low,low,mid,mid,mid
1172,Monster_Beverage,27.723,3.485,0.8587,4.74,1175.0,Consumer Staples,Beverages,North America,United_States,California,California,Rodney Sacks,http://www.forbes.com/companies/monster-beverage/,0.1811603376,0.2463988522,,monster beverage,mos burger,0,mos burger,http://www.wikidata.org/entity/Q1204169,company,https://upload.wikimedia.org/wikipedia/commons/9/97/MOS-Burger-Logo.svg,0.0,mid,low,mid,mid,mid
1173,Flextronics_International,7.809,25.441,0.4285,13.716,1176.0,Information Technology,Electronics,Asia,Singapore,Singapore,,Mike McNamara,http://www.forbes.com/companies/flextronics-international/,0.03124088656,0.0168428914,,flextronics international,metro international,0,metro international,http://www.wikidata.org/entity/Q293008,"Swedish media company, publisher of the Metro newspapers",https://upload.wikimedia.org/wikipedia/commons/5/5f/Metro_International_Logo.svg,0.0,low,mid,mid,mid,mid
1174,Fidelity_National_Financial,10.509,8.84,0.796,9.018,1177.0,Financials,Property_&_Casualty_Insurance,North America,United_States,Florida,Florida,Randy Quirk,http://www.forbes.com/companies/fidelity-national-financial/,0.08826790863,0.09004524887,,fidelity national financial,intact financial,0,intact financial,http://www.wikidata.org/entity/Q3152974,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Intact_Financial_logo.svg,0.0,mid,mid,mid,mid,mid
1175,Evraz_Group,10.023,10.814,0.6857,10.38,1178.0,Materials,Iron_&_Steel,Europe,United_Kingdom,United Kingdom,,Alexander Frolov,http://www.forbes.com/companies/evraz-group/,0.06605973025,0.06340854448,,evraz group,čez group,0,čez group,http://www.wikidata.org/entity/Q336735,Czech utility company,https://upload.wikimedia.org/wikipedia/commons/c/c3/%C4%8CEZ_logo.svg,31385.0,mid,mid,mid,mid,mid
1176,Orient_Securities,12.182,1.357,0.472,35.776,1179.0,Financials,Investment_Services,Asia,China,China,,Xin Pan,http://www.forbes.com/companies/orient-securities/,0.01319320215,0.347826087,,orient securities,land securities,0,land securities,http://www.wikidata.org/entity/Q506160,British real estate investment trust,https://upload.wikimedia.org/wikipedia/commons/b/ba/Land_Securities_logo.svg,0.0,mid,low,mid,mid,mid
1177,Industrial_Alliance_Insurance,4.46,8.151,0.4363,48.38,1180.0,Financials,Life_&_Health_Insurance,North America,Canada,Canada,,Yvon Charest,http://www.forbes.com/companies/industrial-alliance-insurance/,0.009018189334,0.05352717458,,industrial alliance insurance,industrial alliance,0,industrial alliance,http://www.wikidata.org/entity/Q10862318,Insurance and wealth management company,https://upload.wikimedia.org/wikipedia/commons/3/3d/Logo_iA_Groupe_financier_-_Industrielle_Alliance.png,0.0,low,low,mid,mid,mid
1178,Meiji_Holdings,11.468,11.196,0.5529,8.722,1181.0,Consumer Staples,Food_Processing,Asia,Japan,Japan,,Shigetaro Asano,http://www.forbes.com/companies/meiji-holdings/,0.06339142399,0.04938370847,,meiji holdings,jfe holdings,0,jfe holdings,http://www.wikidata.org/entity/Q962591,Japanese company,https://upload.wikimedia.org/wikipedia/commons/b/b3/JFE_Holdings_company_logo.svg,56688.0,mid,mid,mid,mid,mid
1179,Hyundai_Heavy_Industries,8.272,12.334,-0.5543,28.405,1182.0,Industrials,Heavy_Equipment,Asia,South_Korea,South Korea,,Hwan-Goo Kang,http://www.forbes.com/companies/hyundai-heavy-industries/,-0.01951417004,-0.04494081401,,hyundai heavy industries,sumitomo heavy industries,0,sumitomo heavy industries,http://www.wikidata.org/entity/Q1808912,"Japanese manufacturing, industrial machinery and engineering company",https://upload.wikimedia.org/wikipedia/commons/e/e2/Sumitomo_Heavy_Industries_logo.svg,2832.0,low,mid,low,mid,mid
1180,Cosco_Shipping,8.048,13.903,0.38,20.56,1183.0,Industrials,Other_Transportation,Asia,China,China,,Oh-Gap Kwon,http://www.forbes.com/companies/cosco-shipping/,0.01848249027,0.02733223045,,cosco shipping,,0,,,,nan,,low,mid,low,mid,mid
1181,Punjab_National_Bank,3.637,8.533,0.177,112.93,1184.0,Financials,Regional_Banks,Asia,India,India,,Sunil Mehta,http://www.forbes.com/companies/punjab-national-bank/,0.001567342602,0.02074299777,,punjab national bank,swiss national bank,0,swiss national bank,http://www.wikidata.org/entity/Q597394,central bank of Switzerland,https://upload.wikimedia.org/wikipedia/commons/5/5a/SNB-Logo-positiv-blau.svg,930.0,low,low,low,mid,mid
1182,Arrow_Electronics,6.725,27.929,0.4273,16.125,1185.0,Information Technology,Electronics,North America,United_States,Colorado,Colorado,Michael Long,http://www.forbes.com/companies/arrow-electronics/,0.02649922481,0.01529950947,,arrow electronics,arrow electronics,1,arrow electronics,http://www.wikidata.org/entity/Q2059537,American company,https://upload.wikimedia.org/wikipedia/commons/0/04/Arrow_Electronics_logo.svg,0.0,low,mid,mid,mid,mid
1183,Hindalco_Industries,8.087,14.94,0.2833,23.717,1186.0,Materials,Aluminum,Asia,India,India,,Satish Pai,http://www.forbes.com/companies/hindalco-industries/,0.01194501834,0.01896251673,,hindalco industries,nacco industries,0,nacco industries,http://www.wikidata.org/entity/Q6952158,,https://upload.wikimedia.org/wikipedia/commons/c/c7/NACCO_Industries.svg,4000.0,low,mid,low,mid,mid
1184,Norwegian_Cruise_Line_Holdings,11.562,5.539,0.8011,14.485,1186.0,Consumer Discretionary,Hotels_&_Motels,North America,United_States,Florida,Florida,Frank Del,http://www.forbes.com/companies/norwegian-cruise-line-holdings/,0.05530548844,0.1446289944,,norwegian cruise line holdings,norwegian cruise line,0,norwegian cruise line,http://www.wikidata.org/entity/Q130309,American company operating cruise ships,https://upload.wikimedia.org/wikipedia/commons/2/27/Norwegian-Cruise-Line-Logo.svg,0.0,mid,low,mid,mid,mid
1185,Ternium,7.841,9.72,0.905,12.415,1186.0,Materials,Iron_&_Steel,Europe,Luxembourg,Luxembourg,,MÃ¡ximo Vedoya,http://www.forbes.com/companies/ternium/,0.0728956907,0.09310699588,,ternium,ternium,1,ternium,http://www.wikidata.org/entity/Q918208,Argentine steel producer,https://upload.wikimedia.org/wikipedia/commons/8/83/Ternium_Logo.svg,16600.0,low,mid,mid,mid,mid
1186,Terna,11.706,2.463,0.7764,20.447,1189.0,Utilities,Electric_Utilities,Europe,Italy,Italy,,Luigi Ferraris,http://www.forbes.com/companies/terna/,0.03797134054,0.315225335,,terna,textron,0,textron,http://www.wikidata.org/entity/Q2140315,American industrial conglomerate,https://upload.wikimedia.org/wikipedia/commons/8/84/Textron.svg,40000.0,mid,low,mid,mid,mid
1187,Oriental_Land,34.183,4.324,0.7326,8.609,1190.0,Consumer Discretionary,Hotels_&_Motels,Asia,Japan,Japan,,Toshio Kagami,http://www.forbes.com/companies/oriental-land/,0.08509699152,0.169426457,,oriental land,the oriental land company,0,the oriental land company,http://www.wikidata.org/entity/Q868679,company,https://upload.wikimedia.org/wikipedia/commons/4/4f/Oriental_Land_logo.svg,0.0,mid,low,mid,mid,mid
1188,Harris,18.599,6.058,0.639,10.07,1191.0,Information Technology,Communications_Equipment,North America,United_States,Florida,Florida,Bill Brown,http://www.forbes.com/companies/harris/,0.06345580933,0.1054803566,,harris,harsco,0,harsco,http://www.wikidata.org/entity/Q1586955,company,https://upload.wikimedia.org/wikipedia/commons/d/d7/Harsco_Logo.svg,12300.0,mid,low,mid,mid,high
1189,Ashtead_Group,14.844,4.739,1.2858,9.042,1192.0,Consumer Discretionary,Business_&_Personal_Services,Europe,United_Kingdom,United Kingdom,,Geoffrey Drabble,http://www.forbes.com/companies/ashtead-group/,0.1422030524,0.2713230639,,ashtead group,erste group,0,erste group,http://www.wikidata.org/entity/Q1310001,European bank holding company,https://upload.wikimedia.org/wikipedia/commons/8/8f/Logo_Erste_Group.png,0.0,mid,low,mid,mid,high
1190,FamilyMart,12.737,11.447,0.2953,16.236,1193.0,Consumer Staples,Food_Retail,Asia,Japan,Japan,,,http://www.forbes.com/companies/familymart/,0.01818797733,0.02579715209,,familymart,familymart,1,familymart,http://www.wikidata.org/entity/Q1191685,Japanese multinational convenience store franchise chain,https://upload.wikimedia.org/wikipedia/commons/f/f3/FamilyMart_Logo_%282016-%29.svg,0.0,mid,mid,low,mid,high
1191,Wm_Morrison_Supermarkets,8.097,22.44,0.4043,13.747,1193.0,Consumer Staples,Food_Retail,Europe,United_Kingdom,United Kingdom,,David Potts,http://www.forbes.com/companies/wm-morrison-supermarkets/,0.0294100531,0.01801693405,,wm morrison supermarkets,hero supermarket,0,hero supermarket,http://www.wikidata.org/entity/Q12485604,Indonesian company,https://upload.wikimedia.org/wikipedia/commons/6/61/Hero_Supermarket.svg,0.0,low,mid,low,mid,high
1192,KION_Group,10.167,8.981,0.5272,14.171,1195.0,Industrials,Heavy_Equipment,Europe,Germany,Germany,,Gordon Riske,http://www.forbes.com/companies/kion-group/,0.03720273799,0.0587017036,,kion group,ing group,0,ing group,http://www.wikidata.org/entity/Q645708,Dutch multinational banking and financial services corporation,https://upload.wikimedia.org/wikipedia/commons/4/49/ING_Group_N.V._Logo.svg,115218.0,mid,mid,mid,mid,high
1193,Coty,10.723,9.339,-0.2923,23.765,1196.0,Consumer Staples,Household/Personal_Care,North America,United_States,New York,New York,Camillo Pane,http://www.forbes.com/companies/coty-inc/,-0.01229960025,-0.03129885427,,coty,coty,1,coty,http://www.wikidata.org/entity/Q1104787,multinational fragrance and cosmetics company,https://upload.wikimedia.org/wikipedia/commons/8/81/COTY_LOGO_SCREEN_RGB.png,0.0,mid,mid,low,mid,high
1194,Lendlease_Group,7.883,13.339,0.6051,12.352,1197.0,Financials,Real_Estate,Australia,Australia,Australia,,Stephen McCann,http://www.forbes.com/companies/lendlease-group/,0.04898801813,0.04536322063,,lendlease group,linde group,0,linde group,http://www.wikidata.org/entity/Q682759,multinational industrial gases and engineering company founded in Germany in 1879,https://upload.wikimedia.org/wikipedia/commons/f/f4/TheLindeGroup-Logo.svg,80820.0,low,mid,mid,mid,high
1195,Arkema,9.984,9.391,0.6497,11.641,1198.0,Materials,Diversified_Chemicals,Europe,France,France,,Thierry HÃ©naff,http://www.forbes.com/companies/arkema/,0.05581135641,0.06918326057,,arkema,arkema,1,arkema,http://www.wikidata.org/entity/Q673327,French Chemical company,https://upload.wikimedia.org/wikipedia/commons/b/ba/Arkema_Innovative_Chemistry.svg,19779.0,mid,mid,mid,mid,high
1196,Givaudan,21.055,5.132,0.7315,7.5,1199.0,Consumer Staples,Household/Personal_Care,Europe,Switzerland,Switzerland,,Gilles Andrier,http://www.forbes.com/companies/givaudan/,0.09753333333,0.1425370226,,givaudan,givaudan s.a.,0,givaudan s.a.,http://www.wikidata.org/entity/Q509544,"Swiss manufacturer of flavors, fragrances, cosmetic ingredients",https://upload.wikimedia.org/wikipedia/commons/c/ca/Givaudan_SA_Logo.jpg,0.0,mid,low,mid,mid,high
1197,Paychex,22.756,3.308,0.9005,6.843,1200.0,Consumer Discretionary,Business_&_Personal_Services,North America,United_States,New York,New York,Martin Mucci,http://www.forbes.com/companies/paychex/,0.13159433,0.2722188634,,paychex,paychex,1,paychex,http://www.wikidata.org/entity/Q946080,American company,https://upload.wikimedia.org/wikipedia/commons/6/6b/Paychex_logo.svg,0.0,mid,low,mid,mid,high
1198,Focus_Media_Information_Technology,22.245,1.831,0.9212,2.497,1201.0,Information Technology,Computer_Hardware,Asia,China,China,,Nan Jiang,http://www.forbes.com/companies/focus-media-information-technology/,0.3689227072,0.503113053,,focus media information technology,micron technology,0,micron technology,http://www.wikidata.org/entity/Q1197548,"American multinational corporation based in Boise, Idaho which produces many forms of semiconductor devices.",https://upload.wikimedia.org/wikipedia/commons/9/9b/Micron_Technology_logo.svg,30000.0,mid,low,mid,mid,high
1199,Innolux,3.863,10.335,0.9374,13.941,1201.0,Information Technology,Computer_Hardware,Asia,Taiwan,Taiwan,,Chih Wang,http://www.forbes.com/companies/innolux/,0.06724051359,0.09070149976,,innolux,infoblox,0,infoblox,http://www.wikidata.org/entity/Q15831130,American technology company in Silicon Valley,https://upload.wikimedia.org/wikipedia/commons/6/66/Infoblox_logo.png,0.0,low,mid,mid,mid,high
1200,Materials_Industry_Zhongda_Group,4.358,41.103,0.4032,15.314,1203.0,Industrials,Trading_Companies,Asia,China,China,,Jida Chen,http://www.forbes.com/companies/materials-industry-zhongda-group/,0.02632884942,0.009809502956,,materials industry zhongda group,american international group,0,american international group,http://www.wikidata.org/entity/Q212235,American multinational insurance corporation,https://upload.wikimedia.org/wikipedia/commons/b/b3/AIG_logo.svg,0.0,low,high,low,mid,high
1201,NASDAQ,15.117,4.144,0.741,15.79,1204.0,Financials,Investment_Services,North America,United_States,New York,New York,Adena Friedman,http://www.forbes.com/companies/nasdaq/,0.04692843572,0.1788127413,,nasdaq,"nasdaq, inc.",0,"nasdaq, inc.",http://www.wikidata.org/entity/Q1472929,American multinational financial services corporation,https://upload.wikimedia.org/wikipedia/commons/8/87/NASDAQ_Logo.svg,4361.0,mid,low,mid,mid,high
1202,RSA_Insurance_Group,9.092,9.15,0.3722,24.82,1205.0,Financials,Property_&_Casualty_Insurance,Europe,United_Kingdom,United Kingdom,,Stephen Michael,http://www.forbes.com/companies/rsa-insurance-group/,0.01499597099,0.04067759563,,rsa insurance group,uniqa insurance group,0,uniqa insurance group,http://www.wikidata.org/entity/Q1022419,one of the leading insurance groups in its core markets of Austria and Central and Eastern Europe (CEE),https://upload.wikimedia.org/wikipedia/commons/b/b4/Logo_UNIQA.svg,0.0,low,mid,low,mid,high
1203,Ricoh,6.946,18.617,-1.2214,24.833,1205.0,Industrials,Business_Products_&_Supplies,Asia,Japan,Japan,,Yoshinori Yamashita,http://www.forbes.com/companies/ricoh/,-0.04918455281,-0.06560670355,,ricoh,ricoh,1,ricoh,http://www.wikidata.org/entity/Q178778,Japanese multinational imaging and electronics company,https://upload.wikimedia.org/wikipedia/commons/2/2e/Ricoh_logo_2005.svg,0.0,low,mid,low,mid,high
1204,PVH,11.805,8.915,0.5378,11.886,1207.0,Consumer Discretionary,Apparel/Accessories,North America,United_States,New York,New York,Emanuel Chirico,http://www.forbes.com/companies/pvh/,0.0452465085,0.06032529445,,pvh,pvh,1,pvh,http://www.wikidata.org/entity/Q1132272,clothing company,https://upload.wikimedia.org/wikipedia/commons/b/ba/Phillips-Van_Heusen_logo.svg,0.0,mid,mid,mid,mid,high
1205,East_West_Bancorp,10.086,1.552,0.5229,37.693,1208.0,Financials,Regional_Banks,North America,United_States,California,California,Dominic Ng,http://www.forbes.com/companies/east-west-bancorp/,0.01387260234,0.3369201031,,east west bancorp,first bancorp,0,first bancorp,http://www.wikidata.org/entity/Q5452333,bank based in Puerto Rico,https://upload.wikimedia.org/wikipedia/commons/7/72/First_BanCorp_logo.png,0.0,mid,low,mid,mid,high
1206,National_Oilwell_Varco,15.529,7.354,-0.183,20.01,1209.0,Energy,Oil_Services_&_Equipment,North America,United_States,Texas,Texas,Clay Williams,http://www.forbes.com/companies/national-oilwell-varco/,-0.009145427286,-0.02488441664,,national oilwell varco,national oilwell varco,1,national oilwell varco,http://www.wikidata.org/entity/Q1817417,oilfield services company,https://upload.wikimedia.org/wikipedia/commons/6/62/National-Oilwell-Varco-Logo.svg,0.0,mid,low,low,mid,high
1207,Top_Frontier_Investment_Holdings,1.682,16.385,0.2443,29.984,1210.0,Energy,Oil_&_Gas_Operations,Asia,Philippines,Philippines,,Ramon Ang,http://www.forbes.com/companies/top-frontier-investment-holdings/,0.008147678762,0.01490997864,,top frontier investment holdings,zimmer biomet holdings,0,zimmer biomet holdings,http://www.wikidata.org/entity/Q203552,company,https://upload.wikimedia.org/wikipedia/commons/0/05/Zimmer_Holdings_logo.svg,0.0,low,mid,low,mid,high
1208,Ihs_Markit,20.443,3.688,0.592,14.697,1211.0,Consumer Discretionary,Business_&_Personal_Services,Europe,United_Kingdom,United Kingdom,,Lance Uggla,http://www.forbes.com/companies/ihs-markit/,0.04028032932,0.1605206074,,ihs markit,ihs markit,1,ihs markit,http://www.wikidata.org/entity/Q1662481,"company based in London, United Kingdom",https://upload.wikimedia.org/wikipedia/commons/9/98/IHS_Logo.png,8800.0,mid,low,mid,mid,high
1209,Hesteel,5.498,15.862,0.2325,30.557,1212.0,Materials,Iron_&_Steel,Asia,China,China,,Lanyu Wang,http://www.forbes.com/companies/hesteel/,0.007608731224,0.01465767242,,hesteel,neste,0,neste,http://www.wikidata.org/entity/Q616376,Finnish oil refining and marketing company,https://upload.wikimedia.org/wikipedia/commons/f/fe/Neste_logo.png,5030.0,low,mid,low,mid,high
1210,Electric_Power_Development,5.054,7.726,0.6176,24.892,1213.0,Utilities,Electric_Utilities,Asia,Japan,Japan,,Yong Yu,http://www.forbes.com/companies/electric-power-development/,0.02481118432,0.07993787212,,electric power development,kowloon development,0,kowloon development,http://www.wikidata.org/entity/Q10879603,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Kowloon_Development_logo.svg,0.0,low,low,mid,mid,high
1211,Magnitogorsk_Iron_&_Steel,8.251,7.94,1.2215,7.879,1214.0,Materials,Iron_&_Steel,Asia,Russia,Russia,,Pavel Shiliayev,http://www.forbes.com/companies/magnitogorsk-iron/,0.1550323645,0.1538413098,,magnitogorsk iron & steel,magnitogorsk iron and steel works,0,magnitogorsk iron and steel works,http://www.wikidata.org/entity/Q1884500,,https://upload.wikimedia.org/wikipedia/commons/0/00/Magnitogorsk_Iron_and_Steel_Works_logo.svg,0.0,low,low,mid,mid,high
1212,Koito_Manufacturing,11.271,7.659,0.7525,6.327,1215.0,Consumer Discretionary,Auto_&_Truck_Parts,Asia,Japan,Japan,,Takashi Ohtake,http://www.forbes.com/companies/koito-manufacturing/,0.1189347242,0.09825042434,,koito manufacturing,murata manufacturing,0,murata manufacturing,http://www.wikidata.org/entity/Q613325,company,https://upload.wikimedia.org/wikipedia/commons/2/2a/Logo_muRata.svg,0.0,mid,low,mid,mid,high
1213,Ayala,11.543,4.805,0.6003,20.52,1216.0,Industrials,Conglomerates,Asia,Philippines,Philippines,,Jaime Zobel,http://www.forbes.com/companies/ayala/,0.02925438596,0.1249323621,,ayala,rapala,0,rapala,http://www.wikidata.org/entity/Q120371,corporation,https://upload.wikimedia.org/wikipedia/commons/1/15/Rapala_Logo.svg,0.0,mid,low,mid,mid,high
