paper,title,venue
https://dblp.org/rec/conf/tcs/1981,"Theoretical Computer Science, 5th GI-Conference, Karlsruhe, Germany, March 23-25, 1981, Proceedings",
https://dblp.org/rec/conf/tcs/1983,"Theoretical Computer Science, 6th GI-Conference, Dortmund, Germany, January 5-7, 1983, Proceedings",
https://dblp.org/rec/conf/tes/2001,"Technologies for E-Services, Second International Workshop, TES 2001, Rome, Italy, September 14-15, 2001, Proceedings",
https://dblp.org/rec/conf/tes/2002,"Technologies for E-Services, Third International Workshop, TES 2002, Hong Kong, China, August 23-24, 2002, Proceedings",
https://dblp.org/rec/conf/tes/2003,"Technologies for E-Services, 4th International Workshop, TES 2003, Berlin, Germany, September 8, 2003, Proceedings",
https://dblp.org/rec/conf/tes/2004,"Technologies for E-Services, 5th International Workshop, TES 2004, Toronto, Canada, August 29-30, 2004, Revised Selected Papers",
https://dblp.org/rec/conf/tes/2005,"Technologies for E-Services, 6th International Workshop, TES 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers",
https://dblp.org/rec/conf/ijcnn/0001A99,A data partition method for parallel self-organizing map.,
https://dblp.org/rec/conf/ijcnn/0001HH14,On-line Gaussian mixture density estimator for adaptive minimum bit-error-rate beamforming receivers.,
https://dblp.org/rec/conf/ijcnn/0001P99,System identification with partial-state measurement via dynamic multilayer neural networks.,
https://dblp.org/rec/conf/ijcnn/0001SD19,Relearning procedure to adapt pollutant prediction neural model: Choice of relearning algorithm.,
https://dblp.org/rec/conf/ijcnn/0001SL99,A dynamic neural network for syllable recognition.,
https://dblp.org/rec/conf/ijcnn/0002KSSBN16,EEG based gesture mimicking by an artificial limb using cascade-correlation learning architecture.,
https://dblp.org/rec/conf/ijcnn/0003KS18,Analysis and Implementation of Simple Dynamic Binary Neural Networks.,
https://dblp.org/rec/conf/ijcnn/0005EP15,Expected similarity estimation for large scale anomaly detection.,
https://dblp.org/rec/conf/ijcnn/0005M20,AUC Estimation and Concept Drift Detection for Imbalanced Data Streams with Multiple Classes.,
https://dblp.org/rec/conf/ijcnn/0005NACL19,Attention-driven Multi-sensor Selection.,
https://dblp.org/rec/conf/ijcnn/0019ZB19,Compact Cluster-based Balanced Distribution Adaptation for Transfer Learning.,
https://dblp.org/rec/conf/ijcnn/Abad-GrauM99,Feature selection in codebook based methods provides high accuracy.,
https://dblp.org/rec/conf/ijcnn/AbadiJKWB19,"A Multi-Application, Scalable and Adaptable Hardware SOM Architecture.",
https://dblp.org/rec/conf/ijcnn/AbbasC19,From Face Recognition to Facial Pareidolia: Analysing Hidden Neuron Activations in CNNs for Cross-Depiction Recognition.,
https://dblp.org/rec/conf/ijcnn/AbbasC19a,The Impact of Image Resolution on Facial Expression Analysis with CNNs.,
https://dblp.org/rec/conf/ijcnn/AbdelbarESW18,Matrix Factorization Based Collaborative Filtering With Resilient Stochastic Gradient Descent.,
https://dblp.org/rec/conf/ijcnn/AbdelfattahAW18,Augmenting The Size of EEG datasets Using Generative Adversarial Networks.,
https://dblp.org/rec/conf/ijcnn/AbdollahiVN09,Voice-based gender identification via multiresolution frame classification of spectro-temporal maps.,
https://dblp.org/rec/conf/ijcnn/AbdulhussainRMS19,A Fast Feature Extraction Algorithm for Image and Video Processing.,
https://dblp.org/rec/conf/ijcnn/AbdulkaderRCVC06,Mitigation of Multipath Influence on Tracking Errors in LEO Navigation Applications.,
https://dblp.org/rec/conf/ijcnn/AbeMK21,Parametric q-Gaussian distributed stochastic neighbor embedding with Convolutional Neural Network.,
https://dblp.org/rec/conf/ijcnn/AbedallaAAB20,2ST-UNet: 2-Stage Training Model using U-Net for Pneumothorax Segmentation in Chest X-Rays.,
https://dblp.org/rec/conf/ijcnn/AbelHS15,A biologically inspired onset and offset speech segmentation approach.,
https://dblp.org/rec/conf/ijcnn/Abou-Nasr10,Terrain identification in grayscale images with recurrent neural networks.,
https://dblp.org/rec/conf/ijcnn/AbshireA99,Relating information capacity to a biophysical model for blowfly retina.,
https://dblp.org/rec/conf/ijcnn/AbusittaWF21,VirtualGAN: Reducing Mode Collapse in Generative Adversarial Networks Using Virtual Mapping.,
https://dblp.org/rec/conf/ijcnn/AcamporaGLRS08,Optimizing learning path selection through memetic algorithms.,
https://dblp.org/rec/conf/ijcnn/AchananuparpZHZ08,Semantic representation in text classification using topic signature mapping.,
https://dblp.org/rec/conf/ijcnn/AdankonC07,Learning Semi-supervised SVM with Genetic Algorithm.,
https://dblp.org/rec/conf/ijcnn/AdavannePV18,Multichannel Sound Event Detection Using 3D Convolutional Neural Networks for Learning Inter-channel Features.,
https://dblp.org/rec/conf/ijcnn/AdeneyK99,Iterative fast orthogonal search algorithm for sparse self-structuring generalized single-layer networks.,
https://dblp.org/rec/conf/ijcnn/AdeodatoSGSS14,Continuous variables segmentation and reordering for optimal performance on binary classification tasks.,
https://dblp.org/rec/conf/ijcnn/AdorfJ90,A discrete stochastic neural network algorithm for constraint satisfaction problems.,
https://dblp.org/rec/conf/ijcnn/AgarapA20,Improving k-Means Clustering Performance with Disentangled Internal Representations.,
https://dblp.org/rec/conf/ijcnn/AgrawalM16,Robust estimation for subspace based classifiers.,
https://dblp.org/rec/conf/ijcnn/AguiarFVBSBO14,Compressing VG-RAM WNN memory for lightweight applications.,
https://dblp.org/rec/conf/ijcnn/AguilarCC06,Neuro Tracking Control for Immunotherapy Cancer Treatment.,
https://dblp.org/rec/conf/ijcnn/AguirreKB99,On model selection in SLT and linear basis neural networks.,
https://dblp.org/rec/conf/ijcnn/AhmadA08,ATP-binding site as a further application of neural networks to residue level prediction.,
https://dblp.org/rec/conf/ijcnn/AhmedNRP20,Unconstrained Arabic Scene Text Analysis using Concurrent Invariant Points.,
https://dblp.org/rec/conf/ijcnn/AiresPQM18,A Deep Learning Approach to Classify Aspect-Level Sentiment using Small Datasets.,
https://dblp.org/rec/conf/ijcnn/AkitaHKMT99,Development support software of cell array processor and its neural network application.,
https://dblp.org/rec/conf/ijcnn/Al-FahadY19,Micro-states based dynamic brain connectivity in understanding the commonality and differences in gender-specific emotion processing.,
https://dblp.org/rec/conf/ijcnn/Al-MamoryZA08a,IDS alarms reduction using data mining.,
https://dblp.org/rec/conf/ijcnn/Al-MessabiLEG12,Forecasting of photovoltaic power yield using dynamic neural networks.,
https://dblp.org/rec/conf/ijcnn/Al-NaeemK12,A novel target recognition scheme for WSNs.,
https://dblp.org/rec/conf/ijcnn/Al-ShabandarHKK20,Students Performance Prediction in Online Courses Using Machine Learning Algorithms.,
https://dblp.org/rec/conf/ijcnn/Al-ZeyadiAHRSRM20,Deep Learning Towards Intelligent Vehicle Fault Diagnosis.,
https://dblp.org/rec/conf/ijcnn/AlQaudiLL15,A neural network model of decisions on the Asian Disease Problem.,
https://dblp.org/rec/conf/ijcnn/AlaeiABP16,A brief review of document image retrieval methods: Recent advances.,
https://dblp.org/rec/conf/ijcnn/AlakkariGC15,An investigation into the use of subspace methods for face detection.,
https://dblp.org/rec/conf/ijcnn/Alamoudi0W20,Plant Leaf Recognition Using Texture Features and Semi-Supervised Spherical K-means Clustering.,
https://dblp.org/rec/conf/ijcnn/AlanisSL06,Discrete- Time Recurrent Neural Induction Motor Control using Kalman Learning.,
https://dblp.org/rec/conf/ijcnn/AlanisSL08,Real-time discrete recurrent high order neural observer for induction motors.,
https://dblp.org/rec/conf/ijcnn/AlbaAGR08,Using Variable Neighborhood Search to improve the Support Vector Machine performance in embedded automotive applications.,
https://dblp.org/rec/conf/ijcnn/AlbukhanajerLA14,Effective identification of a turbogenerator in a SMIB power system using Fuzzy Neural Networks.,
https://dblp.org/rec/conf/ijcnn/AlbuquerqueAFVZ18,Learning to Rank with Deep Autoencoder Features.,
https://dblp.org/rec/conf/ijcnn/AleoAP10,Incremental learning for visual classification using Neural Gas.,
https://dblp.org/rec/conf/ijcnn/AleoAP10a,SARSA-based reinforcement learning for motion planning in serial manipulators.,
https://dblp.org/rec/conf/ijcnn/Alfaro-PonceAC13,Continuous neural identifier for uncertain nonlinear systems with time delays in the input signal.,
https://dblp.org/rec/conf/ijcnn/AliOBNS16,A neural network model for detecting DDoS attacks using darknet traffic features.,
https://dblp.org/rec/conf/ijcnn/AlippiNR13,Model ensemble for an effective on-line reconstruction of missing data in sensor networks.,
https://dblp.org/rec/conf/ijcnn/AlmeidaLSA18,Convolutional Neural Networks applied in the monitoring of metallic parts.,
https://dblp.org/rec/conf/ijcnn/AlmeidaPG17,Exploring quantization error to improve human action classification.,
https://dblp.org/rec/conf/ijcnn/AlmeidaSC08,Image retrieval using the curvature scale space (CSS) descriptor and the self-organizing map (SOM) model under scale invariance.,
