Source_Node,Edge_type,Destination_Node,
http://www.yago3-10/airport/San_Pablo_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Marrakesh_Menara_Airport,.
http://www.yago3-10/airport/Shanghai_Hongqiao_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Chongqing_Jiangbei_International_Airport,.
http://www.yago3-10/airport/Raleigh–Durham_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Detroit_Metropolitan_Wayne_County_Airport,.
http://www.yago3-10/airport/Kahului_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/San_Francisco_International_Airport,.
http://www.yago3-10/airport/Rankin_Inlet_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Coral_Harbour_Airport,.
http://www.yago3-10/airport/Henri_Coandă_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Thessaloniki_International_Airport,.
http://www.yago3-10/airport/Ngurah_Rai_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Sam_Ratulangi_International_Airport,.
http://www.yago3-10/airport/Lake_Manyara_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Julius_Nyerere_International_Airport,.
http://www.yago3-10/airport/Philadelphia_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Luis_Muñoz_Marín_International_Airport,.
http://www.yago3-10/airport/East_Midlands_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/John_Paul_II_International_Airport_Kraków–Balice,.
http://www.yago3-10/airport/Narita_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Ngurah_Rai_International_Airport,.
http://www.yago3-10/airport/Luxembourg_Findel_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Düsseldorf_Airport,.
http://www.yago3-10/airport/Jinzhou_Xiaolingzi_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Guangzhou_Baiyun_International_Airport,.
http://www.yago3-10/airport/Athens_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Kyiv_International_Airport_(Zhuliany),.
http://www.yago3-10/airport/Baghdad_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Kuwait_International_Airport,.
http://www.yago3-10/airport/Jinan_Yaoqiang_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Xiamen_Gaoqi_International_Airport,.
http://www.yago3-10/airport/Venice_Marco_Polo_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Cagliari_Elmas_Airport,.
http://www.yago3-10/airport/Doomadgee_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Mount_Isa_Airport,.
http://www.yago3-10/airport/Cluj_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Barcelona–El_Prat_Airport,.
"http://www.yago3-10/airport/Bergen_Airport,_Flesland",http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Murcia–San_Javier_Airport,.
http://www.yago3-10/airport/N'djili_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Jomo_Kenyatta_International_Airport,.
http://www.yago3-10/airport/Pula_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Frankfurt–Hahn_Airport,.
http://www.yago3-10/airport/Philip_S._W._Goldson_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Caye_Caulker_Airport,.
http://www.yago3-10/airport/Jinnah_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Kuwait_International_Airport,.
http://www.yago3-10/airport/Sanya_Phoenix_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Shanghai_Pudong_International_Airport,.
http://www.yago3-10/airport/Rio_Branco_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Eduardo_Gomes_International_Airport,.
http://www.yago3-10/airport/Blue_Grass_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Fort_Lauderdale–Hollywood_International_Airport,.
http://www.yago3-10/airport/Incheon_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Wattay_International_Airport,.
http://www.yago3-10/airport/Taiwan_Taoyuan_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Xi'an_Xianyang_International_Airport,.
http://www.yago3-10/airport/Quatro_de_Fevereiro_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/São_Paulo–Guarulhos_International_Airport,.
http://www.yago3-10/airport/Cozumel_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Carlos_Rovirosa_Pérez_International_Airport,.
http://www.yago3-10/airport/Milas–Bodrum_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Rotterdam_The_Hague_Airport,.
http://www.yago3-10/airport/Leonardo_da_Vinci–Fiumicino_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Abeid_Amani_Karume_International_Airport,.
http://www.yago3-10/airport/Malpensa_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Stuttgart_Airport,.
http://www.yago3-10/airport/Cagliari_Elmas_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Turin_Airport,.
http://www.yago3-10/airport/Mykonos_Island_National_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Heraklion_International_Airport,.
http://www.yago3-10/airport/Mulu_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Brunei_International_Airport,.
http://www.yago3-10/airport/Nanjing_Lukou_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Singapore_Changi_Airport,.
http://www.yago3-10/airport/Dubrovnik_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Shannon_Airport,.
http://www.yago3-10/airport/Port_Columbus_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Logan_International_Airport,.
http://www.yago3-10/airport/Charles_de_Gaulle_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Yaoundé_Nsimalen_International_Airport,.
http://www.yago3-10/airport/London_City_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Geneva_International_Airport,.
http://www.yago3-10/airport/Barcelona–El_Prat_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Edinburgh_Airport,.
http://www.yago3-10/airport/Manas_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Pulkovo_Airport,.
http://www.yago3-10/airport/Helsinki_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Santorini_(Thira)_National_Airport,.
http://www.yago3-10/airport/Yenişehir_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Zurich_Airport,.
http://www.yago3-10/airport/Ahwaz_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/King_Abdulaziz_International_Airport,.
http://www.yago3-10/airport/Aberdeen_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Jersey_Airport,.
http://www.yago3-10/airport/Guangzhou_Baiyun_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Indira_Gandhi_International_Airport,.
http://www.yago3-10/airport/Taipei_Songshan_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Tianjin_Binhai_International_Airport,.
http://www.yago3-10/airport/Piarco_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Maurice_Bishop_International_Airport,.
http://www.yago3-10/airport/Guiyang_Longdongbao_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Hohhot_Baita_International_Airport,.
http://www.yago3-10/airport/Baker_Lake_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Churchill_Airport,.
http://www.yago3-10/airport/Budapest_Ferenc_Liszt_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Leeds_Bradford_International_Airport,.
http://www.yago3-10/airport/Lae_Nadzab_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Rabaul_Airport,.
http://www.yago3-10/airport/Hamburg_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Enfidha_–_Hammamet_International_Airport,.
http://www.yago3-10/airport/Yakutsk_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Niigata_Airport,.
http://www.yago3-10/airport/Båtsfjord_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Høybuktmoen,.
http://www.yago3-10/airport/Koltsovo_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Pula_Airport,.
http://www.yago3-10/airport/Sharm_el-Sheikh_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Roshchino_International_Airport,.
http://www.yago3-10/airport/Taiyuan_Wusu_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Lhasa_Gonggar_Airport,.
http://www.yago3-10/airport/General_Roberto_Fierro_Villalobos_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Denver_International_Airport,.
http://www.yago3-10/airport/Foz_do_Iguaçu_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Brasília_International_Airport,.
http://www.yago3-10/airport/Antalya_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Sabiha_Gökçen_International_Airport,.
http://www.yago3-10/airport/Hong_Kong_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Incheon_International_Airport,.
http://www.yago3-10/airport/Isfahan_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Bushehr_Airport,.
http://www.yago3-10/airport/Chhatrapati_Shivaji_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Swami_Vivekananda_Airport,.
http://www.yago3-10/airport/L.F._Wade_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Toronto_Pearson_International_Airport,.
http://www.yago3-10/airport/Dayrestan_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Dubai_International_Airport,.
http://www.yago3-10/airport/Qianjiang_Wulingshan_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Chongqing_Jiangbei_International_Airport,.
http://www.yago3-10/airport/Poznań–Ławica_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Hurghada_International_Airport,.
http://www.yago3-10/airport/La_Chinita_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Manuel_Carlos_Piar_Guayana_Airport,.
http://www.yago3-10/airport/Adisumarmo_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Iskandar_Airport,.
http://www.yago3-10/airport/Copenhagen_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Alicante_Airport,.
http://www.yago3-10/airport/Tehran_Imam_Khomeini_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Hamburg_Airport,.
http://www.yago3-10/airport/Southwest_Florida_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Trenton-Mercer_Airport,.
http://www.yago3-10/airport/Geneva_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Dubrovnik_Airport,.
http://www.yago3-10/airport/Göteborg_City_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Vincenzo_Florio_Airport_–_Trapani_Birgi,.
http://www.yago3-10/airport/Montréal/Saint-Hubert_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Rouyn-Noranda_Airport,.
http://www.yago3-10/airport/Rostov-on-Don_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Rhodes_International_Airport,.
http://www.yago3-10/airport/Boise_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/San_Francisco_International_Airport,.
http://www.yago3-10/airport/Bari_Karol_Wojtyła_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Munich_Airport,.
http://www.yago3-10/airport/Eindhoven_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Dalaman_Airport,.
http://www.yago3-10/airport/Konya_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Amsterdam_Airport_Schiphol,.
http://www.yago3-10/airport/Chengdu_Shuangliu_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Shijiazhuang_Zhengding_International_Airport,.
http://www.yago3-10/airport/Luang_Prabang_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Siem_Reap_International_Airport,.
http://www.yago3-10/airport/Lomé–Tokoin_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Kotoka_International_Airport,.
http://www.yago3-10/airport/Murcia–San_Javier_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Madrid–Barajas_Airport,.
http://www.yago3-10/airport/Malta_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Düsseldorf_Airport,.
http://www.yago3-10/airport/Phnom_Penh_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Hamad_International_Airport,.
http://www.yago3-10/airport/Ben_Gurion_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Cluj_International_Airport,.
http://www.yago3-10/airport/Weeze_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Faro_Airport,.
http://www.yago3-10/airport/Enfidha_–_Hammamet_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Zagreb_Airport,.
http://www.yago3-10/airport/Indianapolis_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Hartsfield–Jackson_Atlanta_International_Airport,.
http://www.yago3-10/airport/Jiamusi_Dongjiao_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Harbin_Taiping_International_Airport,.
http://www.yago3-10/airport/Katowice_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Malmö_Airport,.
http://www.yago3-10/airport/Vágar_Airport,http://www.yago3-10/isConnectedTo,"http://www.yago3-10/airport/Trondheim_Airport,_Værnes",.
http://www.yago3-10/airport/San_Diego_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/McCarran_International_Airport,.
http://www.yago3-10/airport/Sokol_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Khabarovsk_Novy_Airport,.
http://www.yago3-10/airport/Brussels_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Berlin_Tegel_Airport,.
http://www.yago3-10/airport/Larnaca_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/EuroAirport_Basel–Mulhouse–Freiburg,.
http://www.yago3-10/airport/Cologne_Bonn_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Dublin_Airport,.
http://www.yago3-10/airport/Menorca_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Verona_Villafranca_Airport,.
http://www.yago3-10/airport/Jeju_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Tianjin_Binhai_International_Airport,.
http://www.yago3-10/airport/Prince_Mohammad_bin_Abdulaziz_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Mohammed_V_International_Airport,.
http://www.yago3-10/airport/Zakynthos_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Zurich_Airport,.
http://www.yago3-10/airport/Ciampino–G._B._Pastine_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Marseille_Provence_Airport,.
http://www.yago3-10/airport/Sir_Seewoosagur_Ramgoolam_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Malpensa_Airport,.
http://www.yago3-10/airport/Ivato_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Fascene_Airport,.
http://www.yago3-10/airport/Manuel_Márquez_de_León_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/General_Rafael_Buelna_International_Airport,.
http://www.yago3-10/airport/Long_Island_MacArthur_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Tampa_International_Airport,.
http://www.yago3-10/airport/Chelyabinsk_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Beijing_Capital_International_Airport,.
http://www.yago3-10/airport/Adnan_Menderes_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Oğuzeli_Airport,.
http://www.yago3-10/airport/Francisco_de_Sá_Carneiro_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Lyon–Saint_Exupéry_Airport,.
http://www.yago3-10/airport/Chania_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Keflavík_International_Airport,.
http://www.yago3-10/airport/José_Tadeo_Monagas_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Del_Caribe_\u0022Santiago_Mariño\u0022_International_Airport,.
http://www.yago3-10/airport/Portland_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Boise_Airport,.
http://www.yago3-10/airport/Dr._Babasaheb_Ambedkar_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Pune_Airport,.
http://www.yago3-10/airport/Alghero-Fertilia_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Girona–Costa_Brava_Airport,.
http://www.yago3-10/airport/Kona_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Kahului_Airport,.
http://www.yago3-10/airport/Noi_Bai_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Guangzhou_Baiyun_International_Airport,.
http://www.yago3-10/airport/Fresno_Yosemite_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Ontario_International_Airport,.
http://www.yago3-10/airport/Zunyi_Xinzhou_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Guangzhou_Baiyun_International_Airport,.
http://www.yago3-10/airport/Palma_de_Mallorca_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Federico_García_Lorca_Airport,.
http://www.yago3-10/airport/Orlando_Sanford_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Gatwick_Airport,.
http://www.yago3-10/airport/Owen_Roberts_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Minneapolis–Saint_Paul_International_Airport,.
http://www.yago3-10/airport/Brussels_South_Charleroi_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Tenerife_South_Airport,.
http://www.yago3-10/airport/Pinto_Martins_–_Fortaleza_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Viracopos_International_Airport,.
http://www.yago3-10/airport/Tofino/Long_Beach_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Boeing_Field,.
http://www.yago3-10/airport/General_Heriberto_Jara_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Cancún_International_Airport,.
http://www.yago3-10/airport/Dalian_Zhoushuizi_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Xuzhou_Guanyin_Airport,.
http://www.yago3-10/airport/Shannon_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Cologne_Bonn_Airport,.
http://www.yago3-10/airport/General_José_María_Yáñez_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Los_Cabos_International_Airport,.
http://www.yago3-10/airport/Harbin_Taiping_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Chengdu_Shuangliu_International_Airport,.
http://www.yago3-10/airport/Addison_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Houston,.
http://www.yago3-10/airport/Glasgow_Prestwick_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Dublin_Airport,.
http://www.yago3-10/airport/Riga_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/John_F._Kennedy_International_Airport,.
http://www.yago3-10/airport/Mashhad_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Bahrain_International_Airport,.
http://www.yago3-10/airport/CFB_Goose_Bay,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Montréal/Saint-Hubert_Airport,.
http://www.yago3-10/airport/Soekarno–Hatta_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Rendani_Airport,.
http://www.yago3-10/airport/Shenzhen_Bao'an_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Tengchong_Tuofeng_Airport,.
http://www.yago3-10/airport/Bastia_–_Poretta_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Toulouse–Blagnac_Airport,.
http://www.yago3-10/airport/Dublin_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Bristol_Airport,.
http://www.yago3-10/airport/Harrisburg_International_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Toronto_Pearson_International_Airport,.
http://www.yago3-10/airport/Santander_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Tenerife_South_Airport,.
http://www.yago3-10/airport/Lanzarote_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Frankfurt–Hahn_Airport,.
http://www.yago3-10/airport/Outagamie_County_Regional_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/O'Hare_International_Airport,.
http://www.yago3-10/airport/Málaga_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Pisa_International_Airport,.
http://www.yago3-10/airport/Åre_Östersund_Airport,http://www.yago3-10/isConnectedTo,http://www.yago3-10/airport/Kos_Island_International_Airport,.
